Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
Basic Configuration,Type,PCS Type,P001,,Central/String,,,,Text,2,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Type,PCS Type,P001,,Central/String,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Type,PCS Type,P001,,Central/String,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Type,PCS Type,P001,,Central/String,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Type,PCS Type,P001,,Central/String,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Type,PCS Architecture,P002,,Modular preferred,,,,Text,2,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Type,PCS Architecture,P002,,Modular preferred,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Type,PCS Architecture,P002,,Modular preferred,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Type,PCS Architecture,P002,,Modular preferred,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Type,PCS Architecture,P002,,Modular preferred,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Power,Rated Power,P003,kW,≥ 2500,2500,,2500,Higher_Better,5,YES,Hopewind,Central PCS,2500,,Datasheet,2026-08-01,
Basic Configuration,Power,Rated Power,P003,kW,≥ 2500,2500,,2500,Higher_Better,5,YES,Hoymiles,HPCS2500-E-S,2500,,Datasheet,2026-08-01,
Basic Configuration,Power,Rated Power,P003,kW,≥ 2500,2500,,2500,Higher_Better,5,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Power,Rated Power,P003,kW,≥ 2500,2500,,2500,Higher_Better,5,YES,FIMER,PVS980-58BC 2500kVA,2500,,Datasheet,2026-08-01,
Basic Configuration,Power,Rated Power,P003,kW,≥ 2500,2500,,2500,Higher_Better,5,YES,Inovance,IES920-07-2500-C-D-EU,2500,,Datasheet,2026-08-01,
Basic Configuration,Power,Maximum Power,P004,kW,≥ 2500,2500,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Power,Maximum Power,P004,kW,≥ 2500,2500,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Power,Maximum Power,P004,kW,≥ 2500,2500,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Power,Maximum Power,P004,kW,≥ 2500,2500,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Power,Maximum Power,P004,kW,≥ 2500,2500,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Power,Continuous Power,P005,kW,≥ 2500,2500,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Power,Continuous Power,P005,kW,≥ 2500,2500,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Power,Continuous Power,P005,kW,≥ 2500,2500,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Power,Continuous Power,P005,kW,≥ 2500,2500,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Power,Continuous Power,P005,kW,≥ 2500,2500,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Config,Modular/Standalone,P006,,Modular,,,,Text,2,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Config,Modular/Standalone,P006,,Modular,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Config,Modular/Standalone,P006,,Modular,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Config,Modular/Standalone,P006,,Modular,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Config,Modular/Standalone,P006,,Modular,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Config,Number of Power Modules,P007,nos,,,,,Higher_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Config,Number of Power Modules,P007,nos,,,,,Higher_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Config,Number of Power Modules,P007,nos,,,,,Higher_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Config,Number of Power Modules,P007,nos,,,,,Higher_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Config,Number of Power Modules,P007,nos,,,,,Higher_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Config,Parallel PCS Capability,P008,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Config,Parallel PCS Capability,P008,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Config,Parallel PCS Capability,P008,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Config,Parallel PCS Capability,P008,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Config,Parallel PCS Capability,P008,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Config,Transformer Requirement,P009,,,,,,Text,2,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Config,Transformer Requirement,P009,,,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Config,Transformer Requirement,P009,,,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Config,Transformer Requirement,P009,,,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Config,Transformer Requirement,P009,,,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Config,Transformer Integrated,P010,,,,,,Boolean,1,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Config,Transformer Integrated,P010,,,,,,Boolean,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Config,Transformer Integrated,P010,,,,,,Boolean,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Config,Transformer Integrated,P010,,,,,,Boolean,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Config,Transformer Integrated,P010,,,,,,Boolean,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Cooling,Cooling Type,P011,,Liquid/Forced air,,,,Text,3,NO,Hopewind,Central PCS,Liquid cooled,,Datasheet,2026-08-01,
Basic Configuration,Cooling,Cooling Type,P011,,Liquid/Forced air,,,,Text,3,NO,Hoymiles,HPCS2500-E-S,Liquid cooling,,Datasheet,2026-08-01,
Basic Configuration,Cooling,Cooling Type,P011,,Liquid/Forced air,,,,Text,3,NO,Sineng,EH-1250/1725-HC/HB-UD,advanced 2 phase + forced air cooling,,Datasheet,2026-08-01,
Basic Configuration,Cooling,Cooling Type,P011,,Liquid/Forced air,,,,Text,3,NO,FIMER,PVS980-58BC 2500kVA,"Patented self-contained thermosyphon (liquid-cooled ratings, air-cooling simplicity)",,Datasheet,2026-08-01,
Basic Configuration,Cooling,Cooling Type,P011,,Liquid/Forced air,,,,Text,3,NO,Inovance,IES920-07-2500-C-D-EU,Air-Liquid cooling,,Datasheet,2026-08-01,
Basic Configuration,Enclosure,IP Rating,P012,IP,≥ 54,54,,65,Higher_Better,4,NO,Hopewind,Central PCS,66,,Datasheet,2026-08-01,
Basic Configuration,Enclosure,IP Rating,P012,IP,≥ 54,54,,65,Higher_Better,4,NO,Hoymiles,HPCS2500-E-S,65,,Datasheet,2026-08-01,
Basic Configuration,Enclosure,IP Rating,P012,IP,≥ 54,54,,65,Higher_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,65,,Datasheet,2026-08-01,
Basic Configuration,Enclosure,IP Rating,P012,IP,≥ 54,54,,65,Higher_Better,4,NO,FIMER,PVS980-58BC 2500kVA,65,,Datasheet,2026-08-01,
Basic Configuration,Enclosure,IP Rating,P012,IP,≥ 54,54,,65,Higher_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,65,,Datasheet,2026-08-01,
Basic Configuration,Install,Installation Type,P013,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Basic Configuration,Install,Installation Type,P013,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Basic Configuration,Install,Installation Type,P013,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Basic Configuration,Install,Installation Type,P013,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Basic Configuration,Install,Installation Type,P013,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Basic Configuration,Install,Indoor/Outdoor,P014,,Outdoor,,,,Text,2,NO,Hopewind,Central PCS,Outdoor,,Datasheet,2026-08-01,
Basic Configuration,Install,Indoor/Outdoor,P014,,Outdoor,,,,Text,2,NO,Hoymiles,HPCS2500-E-S,Outdoor,,Datasheet,2026-08-01,
Basic Configuration,Install,Indoor/Outdoor,P014,,Outdoor,,,,Text,2,NO,Sineng,EH-1250/1725-HC/HB-UD,Outdoor,,Datasheet,2026-08-01,
Basic Configuration,Install,Indoor/Outdoor,P014,,Outdoor,,,,Text,2,NO,FIMER,PVS980-58BC 2500kVA,Outdoor,,Datasheet,2026-08-01,
Basic Configuration,Install,Indoor/Outdoor,P014,,Outdoor,,,,Text,2,NO,Inovance,IES920-07-2500-C-D-EU,Outdoor,,Datasheet,2026-08-01,
DC Electrical,Voltage,Minimum DC Voltage,P015,V,≤ 1000,,1000,,Lower_Better,4,YES,Hopewind,Central PCS,1000,,Datasheet,2026-08-01,
DC Electrical,Voltage,Minimum DC Voltage,P015,V,≤ 1000,,1000,,Lower_Better,4,YES,Hoymiles,HPCS2500-E-S,1000,,Datasheet,2026-08-01,
DC Electrical,Voltage,Minimum DC Voltage,P015,V,≤ 1000,,1000,,Lower_Better,4,YES,Sineng,EH-1250/1725-HC/HB-UD,1000,,Datasheet,2026-08-01,
DC Electrical,Voltage,Minimum DC Voltage,P015,V,≤ 1000,,1000,,Lower_Better,4,YES,FIMER,PVS980-58BC 2500kVA,680,,Datasheet,2026-08-01,
DC Electrical,Voltage,Minimum DC Voltage,P015,V,≤ 1000,,1000,,Lower_Better,4,YES,Inovance,IES920-07-2500-C-D-EU,1000,,Datasheet,2026-08-01,
DC Electrical,Voltage,Nominal DC Voltage,P016,V,,,,,Range,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Voltage,Nominal DC Voltage,P016,V,,,,,Range,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Voltage,Nominal DC Voltage,P016,V,,,,,Range,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Voltage,Nominal DC Voltage,P016,V,,,,,Range,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Voltage,Nominal DC Voltage,P016,V,,,,,Range,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Voltage,Maximum DC Voltage,P017,V,≥ 1500,1500,,1500,Higher_Better,4,YES,Hopewind,Central PCS,1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,Maximum DC Voltage,P017,V,≥ 1500,1500,,1500,Higher_Better,4,YES,Hoymiles,HPCS2500-E-S,1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,Maximum DC Voltage,P017,V,≥ 1500,1500,,1500,Higher_Better,4,YES,Sineng,EH-1250/1725-HC/HB-UD,1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,Maximum DC Voltage,P017,V,≥ 1500,1500,,1500,Higher_Better,4,YES,FIMER,PVS980-58BC 2500kVA,1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,Maximum DC Voltage,P017,V,≥ 1500,1500,,1500,Higher_Better,4,YES,Inovance,IES920-07-2500-C-D-EU,1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,DC Operating Voltage Range,P018,V,1000-1500,1000,1500,,Range,5,YES,Hopewind,Central PCS,1000--1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,DC Operating Voltage Range,P018,V,1000-1500,1000,1500,,Range,5,YES,Hoymiles,HPCS2500-E-S,1000--1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,DC Operating Voltage Range,P018,V,1000-1500,1000,1500,,Range,5,YES,Sineng,EH-1250/1725-HC/HB-UD,1000-1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,DC Operating Voltage Range,P018,V,1000-1500,1000,1500,,Range,5,YES,FIMER,PVS980-58BC 2500kVA,680-1500,,Datasheet,2026-08-01,
DC Electrical,Voltage,DC Operating Voltage Range,P018,V,1000-1500,1000,1500,,Range,5,YES,Inovance,IES920-07-2500-C-D-EU,1000-1500,,Datasheet,2026-08-01,
DC Electrical,Current,Rated DC Current,P019,A,,,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Current,Rated DC Current,P019,A,,,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Current,Rated DC Current,P019,A,,,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Current,Rated DC Current,P019,A,,,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Current,Rated DC Current,P019,A,,,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Current,Maximum DC Current,P020,A,,,,,Higher_Better,3,YES,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Current,Maximum DC Current,P020,A,,,,,Higher_Better,3,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Current,Maximum DC Current,P020,A,,,,,Higher_Better,3,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Current,Maximum DC Current,P020,A,,,,,Higher_Better,3,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Current,Maximum DC Current,P020,A,,,,,Higher_Better,3,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Current,Continuous DC Current,P021,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Current,Continuous DC Current,P021,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Current,Continuous DC Current,P021,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Current,Continuous DC Current,P021,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Current,Continuous DC Current,P021,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Current,DC Overload Current,P022,A,,,,,Higher_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Current,DC Overload Current,P022,A,,,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Current,DC Overload Current,P022,A,,,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Current,DC Overload Current,P022,A,,,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Current,DC Overload Current,P022,A,,,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Quality,DC Ripple Current,P023,%,≤ 3,,3,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Quality,DC Ripple Current,P023,%,≤ 3,,3,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Quality,DC Ripple Current,P023,%,≤ 3,,3,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Quality,DC Ripple Current,P023,%,≤ 3,,3,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Quality,DC Ripple Current,P023,%,≤ 3,,3,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Accuracy,DC Voltage Accuracy,P024,%,≤ 1,,1,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Accuracy,DC Voltage Accuracy,P024,%,≤ 1,,1,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Accuracy,DC Voltage Accuracy,P024,%,≤ 1,,1,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Accuracy,DC Voltage Accuracy,P024,%,≤ 1,,1,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Accuracy,DC Voltage Accuracy,P024,%,≤ 1,,1,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Accuracy,DC Current Accuracy,P025,%,≤ 1,,1,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Accuracy,DC Current Accuracy,P025,%,≤ 1,,1,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Accuracy,DC Current Accuracy,P025,%,≤ 1,,1,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Accuracy,DC Current Accuracy,P025,%,≤ 1,,1,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Accuracy,DC Current Accuracy,P025,%,≤ 1,,1,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,DC Isolation,P026,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Protection,DC Isolation,P026,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Protection,DC Isolation,P026,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Protection,DC Isolation,P026,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,DC Isolation,P026,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,Insulation Monitoring,P027,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Protection,Insulation Monitoring,P027,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Insulation Monitoring,P027,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Insulation Monitoring,P027,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,Insulation Monitoring,P027,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,Reverse Polarity Protection,P028,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Reverse Polarity Protection,P028,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Reverse Polarity Protection,P028,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Reverse Polarity Protection,P028,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Reverse Polarity Protection,P028,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,DC Contactor,P029,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Protection,DC Contactor,P029,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Protection,DC Contactor,P029,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Protection,DC Contactor,P029,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,DC Contactor,P029,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,Pre-charge Function,P030,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Pre-charge Function,P030,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Pre-charge Function,P030,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
DC Electrical,Protection,Pre-charge Function,P030,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,Pre-charge Function,P030,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,DC Fuse,P031,,YES,,,,Boolean,1,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Protection,DC Fuse,P031,,YES,,,,Boolean,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Protection,DC Fuse,P031,,YES,,,,Boolean,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Protection,DC Fuse,P031,,YES,,,,Boolean,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,DC Fuse,P031,,YES,,,,Boolean,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
DC Electrical,Protection,Ground Fault Detection,P032,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
DC Electrical,Protection,Ground Fault Detection,P032,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
DC Electrical,Protection,Ground Fault Detection,P032,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
DC Electrical,Protection,Ground Fault Detection,P032,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
DC Electrical,Protection,Ground Fault Detection,P032,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Power,Rated AC Power,P033,kVA,≥ 2500,2500,,,Higher_Better,5,YES,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Power,Rated AC Power,P033,kVA,≥ 2500,2500,,,Higher_Better,5,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Power,Rated AC Power,P033,kVA,≥ 2500,2500,,,Higher_Better,5,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Power,Rated AC Power,P033,kVA,≥ 2500,2500,,,Higher_Better,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Power,Rated AC Power,P033,kVA,≥ 2500,2500,,,Higher_Better,5,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Power,Maximum AC Power,P034,kVA,,,,,Higher_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Power,Maximum AC Power,P034,kVA,,,,,Higher_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Power,Maximum AC Power,P034,kVA,,,,,Higher_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Power,Maximum AC Power,P034,kVA,,,,,Higher_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Power,Maximum AC Power,P034,kVA,,,,,Higher_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Voltage,AC Voltage,P035,V,690,,,,Range,4,YES,Hopewind,Central PCS,690,,Datasheet,2026-08-01,
AC Electrical,Voltage,AC Voltage,P035,V,690,,,,Range,4,YES,Hoymiles,HPCS2500-E-S,690,,Datasheet,2026-08-01,
AC Electrical,Voltage,AC Voltage,P035,V,690,,,,Range,4,YES,Sineng,EH-1250/1725-HC/HB-UD,690,,Datasheet,2026-08-01,
AC Electrical,Voltage,AC Voltage,P035,V,690,,,,Range,4,YES,FIMER,PVS980-58BC 2500kVA,690,,Datasheet,2026-08-01,
AC Electrical,Voltage,AC Voltage,P035,V,690,,,,Range,4,YES,Inovance,IES920-07-2500-C-D-EU,690,,Datasheet,2026-08-01,
AC Electrical,Voltage,AC Voltage Range,P036,V,,,,,Range,3,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Voltage,AC Voltage Range,P036,V,,,,,Range,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
AC Electrical,Voltage,AC Voltage Range,P036,V,,,,,Range,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
AC Electrical,Voltage,AC Voltage Range,P036,V,,,,,Range,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
AC Electrical,Voltage,AC Voltage Range,P036,V,,,,,Range,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
AC Electrical,Freq,AC Frequency,P037,Hz,50,,,,Range,3,NO,Hopewind,Central PCS,50,,Datasheet,2026-08-01,
AC Electrical,Freq,AC Frequency,P037,Hz,50,,,,Range,3,NO,Hoymiles,HPCS2500-E-S,50,,Datasheet,2026-08-01,
AC Electrical,Freq,AC Frequency,P037,Hz,50,,,,Range,3,NO,Sineng,EH-1250/1725-HC/HB-UD,50,,Datasheet,2026-08-01,
AC Electrical,Freq,AC Frequency,P037,Hz,50,,,,Range,3,NO,FIMER,PVS980-58BC 2500kVA,50,,Datasheet,2026-08-01,
AC Electrical,Freq,AC Frequency,P037,Hz,50,,,,Range,3,NO,Inovance,IES920-07-2500-C-D-EU,50,,Datasheet,2026-08-01,
AC Electrical,Freq,Frequency Range,P038,Hz,47.5-51.5,,,,Range,2,NO,Hopewind,Central PCS,,,,,Data Pending
AC Electrical,Freq,Frequency Range,P038,Hz,47.5-51.5,,,,Range,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
