Category,Subcategory,Parameter,Parameter_ID,Unit,Requirement,Requirement_Min,Requirement_Max,Preferred_Value,Comparison_Type,Weight,Critical,Vendor,Model,Vendor_Value,Test_Condition,Source,Source_Date,Remarks
Certification & Compliance,Cert,UL 9540,P178,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,UL 9540,P178,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,UL 9540,P178,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,UL 9540,P178,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,IEEE 1547,P179,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,IEEE 1547,P179,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,IEEE 1547,P179,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,IEEE 1547,P179,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,IEEE 1547,P179,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,IEEE 519,P180,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,IEEE 519,P180,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,IEEE 519,P180,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,IEEE 519,P180,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,IEEE 519,P180,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,CE,P181,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,CE,P181,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,CE,P181,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,CE,P181,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,CE,P181,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,EMC,P182,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,EMC,P182,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,EMC,P182,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,EMC,P182,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,EMC,P182,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,Grid Code Compliance,P183,,YES,,,,Boolean,5,YES,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,Grid Code Compliance,P183,,YES,,,,Boolean,5,YES,Hoymiles,HPCS2500-E-S,YES,,Datasheet,2026-08-01,
Certification & Compliance,Cert,Grid Code Compliance,P183,,YES,,,,Boolean,5,YES,Sineng,EH-1250/1725-HC/HB-UD,YES,,Datasheet,2026-08-01,
Certification & Compliance,Cert,Grid Code Compliance,P183,,YES,,,,Boolean,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,Grid Code Compliance,P183,,YES,,,,Boolean,5,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,BIS,P184,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,BIS,P184,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,BIS,P184,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,BIS,P184,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,BIS,P184,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,Applicable Indian Standards,P185,,CEA 2022,,,,Text,3,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,Applicable Indian Standards,P185,,CEA 2022,,,,Text,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,Applicable Indian Standards,P185,,CEA 2022,,,,Text,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,Applicable Indian Standards,P185,,CEA 2022,,,,Text,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,Applicable Indian Standards,P185,,CEA 2022,,,,Text,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,Certificate Number,P186,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,Certificate Number,P186,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,Certificate Number,P186,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,Certificate Number,P186,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,Certificate Number,P186,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,Certificate Scope,P187,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,Certificate Scope,P187,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,Certificate Scope,P187,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,Certificate Scope,P187,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,Certificate Scope,P187,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Certification & Compliance,Cert,Certificate Expiry Date,P188,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Certification & Compliance,Cert,Certificate Expiry Date,P188,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Certification & Compliance,Cert,Certificate Expiry Date,P188,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Certification & Compliance,Cert,Certificate Expiry Date,P188,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Certification & Compliance,Cert,Certificate Expiry Date,P188,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,BMS Compatibility,P189,,YES,,,,Boolean,5,YES,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,BMS Compatibility,P189,,YES,,,,Boolean,5,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,BMS Compatibility,P189,,YES,,,,Boolean,5,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,BMS Compatibility,P189,,YES,,,,Boolean,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,BMS Compatibility,P189,,YES,,,,Boolean,5,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,EMS Compatibility,P190,,YES,,,,Boolean,5,YES,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,EMS Compatibility,P190,,YES,,,,Boolean,5,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,EMS Compatibility,P190,,YES,,,,Boolean,5,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,EMS Compatibility,P190,,YES,,,,Boolean,5,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,EMS Compatibility,P190,,YES,,,,Boolean,5,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Battery Voltage Compatibility,P191,,,,,,Text,4,YES,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Battery Voltage Compatibility,P191,,,,,,Text,4,YES,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Battery Voltage Compatibility,P191,,,,,,Text,4,YES,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Battery Voltage Compatibility,P191,,,,,,Text,4,YES,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Battery Voltage Compatibility,P191,,,,,,Text,4,YES,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Battery Current Compatibility,P192,,,,,,Text,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Battery Current Compatibility,P192,,,,,,Text,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Battery Current Compatibility,P192,,,,,,Text,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Battery Current Compatibility,P192,,,,,,Text,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Battery Current Compatibility,P192,,,,,,Text,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,SOC Communication,P193,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,SOC Communication,P193,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,SOC Communication,P193,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,SOC Communication,P193,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,SOC Communication,P193,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,SOH Communication,P194,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,SOH Communication,P194,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,SOH Communication,P194,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,SOH Communication,P194,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,SOH Communication,P194,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Charge Command,P195,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Charge Command,P195,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Charge Command,P195,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Charge Command,P195,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Charge Command,P195,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Discharge Command,P196,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Discharge Command,P196,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Discharge Command,P196,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Discharge Command,P196,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Discharge Command,P196,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Active Power Command,P197,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Active Power Command,P197,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Active Power Command,P197,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Active Power Command,P197,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Active Power Command,P197,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Reactive Power Command,P198,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Reactive Power Command,P198,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Reactive Power Command,P198,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Reactive Power Command,P198,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Reactive Power Command,P198,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Fast Power Response,P199,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Fast Power Response,P199,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Fast Power Response,P199,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Fast Power Response,P199,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Fast Power Response,P199,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Pre-charge Sequence,P200,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Pre-charge Sequence,P200,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Pre-charge Sequence,P200,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Pre-charge Sequence,P200,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Pre-charge Sequence,P200,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Contactor Control,P201,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Contactor Control,P201,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Contactor Control,P201,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Contactor Control,P201,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Contactor Control,P201,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,E-stop Integration,P202,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,E-stop Integration,P202,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,E-stop Integration,P202,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,E-stop Integration,P202,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,E-stop Integration,P202,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Fire Alarm Integration,P203,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Fire Alarm Integration,P203,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Fire Alarm Integration,P203,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Fire Alarm Integration,P203,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Fire Alarm Integration,P203,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,HVAC Interlock,P204,,YES,,,,Boolean,1,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,HVAC Interlock,P204,,YES,,,,Boolean,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,HVAC Interlock,P204,,YES,,,,Boolean,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,HVAC Interlock,P204,,YES,,,,Boolean,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,HVAC Interlock,P204,,YES,,,,Boolean,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,Rack Communication,P205,,YES,,,,Boolean,2,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,Rack Communication,P205,,YES,,,,Boolean,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,Rack Communication,P205,,YES,,,,Boolean,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,Rack Communication,P205,,YES,,,,Boolean,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,Rack Communication,P205,,YES,,,,Boolean,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
BESS Integration,BESS,DC Bus Compatibility,P206,,YES,,,,Boolean,3,NO,Hopewind,Central PCS,,,,,Data Pending
BESS Integration,BESS,DC Bus Compatibility,P206,,YES,,,,Boolean,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
BESS Integration,BESS,DC Bus Compatibility,P206,,YES,,,,Boolean,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
BESS Integration,BESS,DC Bus Compatibility,P206,,YES,,,,Boolean,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
BESS Integration,BESS,DC Bus Compatibility,P206,,YES,,,,Boolean,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Price,PCS Price,P207,₹,,,,,Lower_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Price,PCS Price,P207,₹,,,,,Lower_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Price,PCS Price,P207,₹,,,,,Lower_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Price,PCS Price,P207,₹,,,,,Lower_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Price,PCS Price,P207,₹,,,,,Lower_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Price,Price Currency,P208,,,,,,Text,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Price,Price Currency,P208,,,,,,Text,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Price,Price Currency,P208,,,,,,Text,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Price,Price Currency,P208,,,,,,Text,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Price,Price Currency,P208,,,,,,Text,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Price,Price per kW,P209,₹/kW,,,,,Lower_Better,4,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Price,Price per kW,P209,₹/kW,,,,,Lower_Better,4,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Price,Price per kW,P209,₹/kW,,,,,Lower_Better,4,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Price,Price per kW,P209,₹/kW,,,,,Lower_Better,4,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Price,Price per kW,P209,₹/kW,,,,,Lower_Better,4,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Price,Price per MW,P210,₹/MW,,,,,Lower_Better,3,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Price,Price per MW,P210,₹/MW,,,,,Lower_Better,3,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Price,Price per MW,P210,₹/MW,,,,,Lower_Better,3,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Price,Price per MW,P210,₹/MW,,,,,Lower_Better,3,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Price,Price per MW,P210,₹/MW,,,,,Lower_Better,3,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Installation Cost,P211,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Installation Cost,P211,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Installation Cost,P211,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Installation Cost,P211,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Installation Cost,P211,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Commissioning Cost,P212,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Commissioning Cost,P212,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Commissioning Cost,P212,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Commissioning Cost,P212,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Commissioning Cost,P212,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,AMC Cost,P213,₹,,,,,Lower_Better,2,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,AMC Cost,P213,₹,,,,,Lower_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,AMC Cost,P213,₹,,,,,Lower_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,AMC Cost,P213,₹,,,,,Lower_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,AMC Cost,P213,₹,,,,,Lower_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Warranty,Warranty Years,P214,years,≥ 5,5,,,Higher_Better,2,NO,Hopewind,Central PCS,5,,Datasheet,2026-08-01,
Commercial,Warranty,Warranty Years,P214,years,≥ 5,5,,,Higher_Better,2,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Warranty,Warranty Years,P214,years,≥ 5,5,,,Higher_Better,2,NO,Sineng,EH-1250/1725-HC/HB-UD,5,,Datasheet,2026-08-01,
Commercial,Warranty,Warranty Years,P214,years,≥ 5,5,,,Higher_Better,2,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Warranty,Warranty Years,P214,years,≥ 5,5,,,Higher_Better,2,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Extended Warranty Cost,P215,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Extended Warranty Cost,P215,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Extended Warranty Cost,P215,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Extended Warranty Cost,P215,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Extended Warranty Cost,P215,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Spare Parts Cost,P216,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Spare Parts Cost,P216,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Spare Parts Cost,P216,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Spare Parts Cost,P216,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Spare Parts Cost,P216,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Transportation Cost,P217,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Transportation Cost,P217,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Transportation Cost,P217,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Transportation Cost,P217,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
Commercial,Cost,Transportation Cost,P217,₹,,,,,Lower_Better,1,NO,Inovance,IES920-07-2500-C-D-EU,,,,,Data Pending
Commercial,Cost,Taxes/Duties,P218,₹,,,,,Lower_Better,1,NO,Hopewind,Central PCS,,,,,Data Pending
Commercial,Cost,Taxes/Duties,P218,₹,,,,,Lower_Better,1,NO,Hoymiles,HPCS2500-E-S,,,,,Data Pending
Commercial,Cost,Taxes/Duties,P218,₹,,,,,Lower_Better,1,NO,Sineng,EH-1250/1725-HC/HB-UD,,,,,Data Pending
Commercial,Cost,Taxes/Duties,P218,₹,,,,,Lower_Better,1,NO,FIMER,PVS980-58BC 2500kVA,,,,,Data Pending
